Name                           E051-05e
Number_of_Customers            50
Number_of_Items                99
Number_of_ItemTypes            99
Number_of_Vehicles             7
TimeWindows                    0

VEHICLE
Mass_Capacity                  160
CargoSpace_Length              60
CargoSpace_Width               25
CargoSpace_Height              30
Wheelbase                      -1
Max_Mass_FrontAxle             -1
Max_Mass_RearAxle              -1
Distance_FrontAxle_CargoSpace  -1

CUSTOMERS
i               x               y               Demand          ReadyTime       DueDate         ServiceTime     DemandedMass    DemandedVolume
0               30              40              0               0               1000000         0               0               0
1               37              52              3               0               1000000         0               7               10433
2               49              49              1               0               1000000         0               30              2800
3               52              64              3               0               1000000         0               16              9153
4               20              26              1               0               1000000         0               9               1980
5               40              30              2               0               1000000         0               21              5028
6               21              47              2               0               1000000         0               15              5280
7               17              63              3               0               1000000         0               19              13914
8               31              62              3               0               1000000         0               23              4707
9               52              33              2               0               1000000         0               11              3120
10              51              21              3               0               1000000         0               5               5858
11              42              41              2               0               1000000         0               19              8558
12              31              32              2               0               1000000         0               29              10682
13              5               25              1               0               1000000         0               23              2366
14              12              42              1               0               1000000         0               21              2145
15              36              16              2               0               1000000         0               10              3136
16              52              41              2               0               1000000         0               15              2880
17              27              23              1               0               1000000         0               3               2079
18              17              33              2               0               1000000         0               41              10167
19              13              13              3               0               1000000         0               9               10416
20              57              58              3               0               1000000         0               28              9160
21              62              42              2               0               1000000         0               8               5526
22              42              57              2               0               1000000         0               8               4940
23              16              57              2               0               1000000         0               16              7016
24              8               52              3               0               1000000         0               10              4826
25              7               38              1               0               1000000         0               28              1053
26              27              68              1               0               1000000         0               7               2604
27              30              48              1               0               1000000         0               15              6426
28              43              67              3               0               1000000         0               14              7296
29              58              48              2               0               1000000         0               6               8232
30              58              27              3               0               1000000         0               19              7622
31              37              69              1               0               1000000         0               11              3564
32              38              46              2               0               1000000         0               12              6328
33              46              10              1               0               1000000         0               23              2160
34              61              33              3               0               1000000         0               26              8124
35              62              63              1               0               1000000         0               17              2744
36              63              69              1               0               1000000         0               6               2436
37              32              22              3               0               1000000         0               9               12352
38              45              35              1               0               1000000         0               15              1920
39              59              15              1               0               1000000         0               14              2720
40              5               6               2               0               1000000         0               7               5540
41              10              17              2               0               1000000         0               27              6651
42              21              10              2               0               1000000         0               13              4287
43              5               64              2               0               1000000         0               11              2248
44              30              15              2               0               1000000         0               16              5016
45              39              10              3               0               1000000         0               10              7038
46              32              39              1               0               1000000         0               5               2288
47              25              32              2               0               1000000         0               25              5400
48              25              55              1               0               1000000         0               17              1104
49              48              28              3               0               1000000         0               18              5418
50              56              37              3               0               1000000         0               10              7736

ITEMS
Type            Length          Width           Height          Mass            Fragility       LoadingBearingStrength
Bt73            30              8               15              3               1               0
Bt74            31              8               14              3               1               0
Bt75            16              15              8               15              0               0
Bt76            34              10              8               14              0               0
Bt77            29              10              15              3.5             0               0
Bt78            17              7               10              3.5             0               0
Bt79            15              15              15              13.5            0               0
Bt80            36              13              7               13.5            1               0
Bt81            16              12              16              6.5             1               0
Bt82            15              9               9               6.5             1               0
Bt83            23              7               8               5.5             0               0
Bt84            20              6               8               5.5             0               0
Bt85            16              12              18              8               0               0
Bt86            13              15              8               8               0               0
Bt87            14              14              16              3.33333         0               0
Bt88            22              5               16              3.33333         0               0
Bt89            34              9               7               3.33333         1               0
Bt90            16              13              11              5               0               0
Bt91            27              12              10              12.5            0               0
Bt92            27              10              8               12.5            0               0
Bt93            23              6               8               17              0               0
Bt94            14              11              15              6               0               0
Bt95            35              8               6               6               0               0
Bt96            12              7               17              6               0               0
Bt97            20              5               13              3.33333         0               0
Bt98            31              11              16              3.33333         1               0
Bt99            28              5               7               3.33333         1               0

DEMANDS PER CUSTOMER
i    Type Quantity
1    Bt1  1 Bt2  1 Bt3  1 
2    Bt4  1 
3    Bt5  1 Bt6  1 Bt7  1 
4    Bt8  1 
5    Bt9  1 Bt10 1 
6    Bt11 1 Bt12 1 
7    Bt13 1 Bt14 1 Bt15 1 
8    Bt16 1 Bt17 1 Bt18 1 
9    Bt19 1 Bt20 1 
10   Bt21 1 Bt22 1 Bt23 1 
11   Bt24 1 Bt25 1 
12   Bt26 1 Bt27 1 
13   Bt28 1 
14   Bt29 1 
15   Bt30 1 Bt31 1 
16   Bt32 1 Bt33 1 
17   Bt34 1 
18   Bt35 1 Bt36 1 
19   Bt37 1 Bt38 1 Bt39 1 
20   Bt40 1 Bt41 1 Bt42 1 
21   Bt43 1 Bt44 1 
22   Bt45 1 Bt46 1 
23   Bt47 1 Bt48 1 
24   Bt49 1 Bt50 1 Bt51 1 
25   Bt52 1 
26   Bt53 1 
27   Bt54 1 
28   Bt55 1 Bt56 1 Bt57 1 
29   Bt58 1 Bt59 1 
30   Bt60 1 Bt61 1 Bt62 1 
31   Bt63 1 
32   Bt64 1 Bt65 1 
33   Bt66 1 
34   Bt67 1 Bt68 1 Bt69 1 
35   Bt70 1 
36   Bt71 1 
37   Bt72 1 Bt73 1 Bt74 1 
38   Bt75 1 
39   Bt76 1 
40   Bt77 1 Bt78 1 
41   Bt79 1 Bt80 1 
42   Bt81 1 Bt82 1 
43   Bt83 1 Bt84 1 
44   Bt85 1 Bt86 1 
45   Bt87 1 Bt88 1 Bt89 1 
46   Bt90 1 
47   Bt91 1 Bt92 1 
48   Bt93 1 
49   Bt94 1 Bt95 1 Bt96 1 
50   Bt97 1 Bt98 1 Bt99 1 
