Name                           E045-04f
Number_of_Customers            44
Number_of_Items                94
Number_of_ItemTypes            94
Number_of_Vehicles             6
TimeWindows                    0

VEHICLE
Mass_Capacity                  2010
CargoSpace_Length              60
CargoSpace_Width               25
CargoSpace_Height              30
Wheelbase                      -1
Max_Mass_FrontAxle             -1
Max_Mass_RearAxle              -1
Distance_FrontAxle_CargoSpace  -1

CUSTOMERS
i               x               y               Demand          ReadyTime       DueDate         ServiceTime     DemandedMass    DemandedVolume
0               0               0               0               0               1000000         0               0               0
1               3               5               2               0               1000000         0               33              5736
2               2.5             9               1               0               1000000         0               15              3696
3               48              16              1               0               1000000         0               10              1470
4               48              17              2               0               1000000         0               40              4679
5               69              16              3               0               1000000         0               15              9251
6               70              16              1               0               1000000         0               5               1638
7               64              13              3               0               1000000         0               77              4497
8               3               -22             3               0               1000000         0               435             8020
9               2.5             1               2               0               1000000         0               165             2192
10              -13             11.5            2               0               1000000         0               120             7248
11              -20             45              3               0               1000000         0               65              8960
12              -9              52              3               0               1000000         0               23              10206
13              -8.5            53              1               0               1000000         0               18              6496
14              -8              52              3               0               1000000         0               550             14048
15              2               2               3               0               1000000         0               78              8355
16              -2              9               1               0               1000000         0               627             3060
17              -10             20              3               0               1000000         0               9               7378
18              -20             19              2               0               1000000         0               96              10840
19              -15             -21             3               0               1000000         0               116             6873
20              -5              -9              2               0               1000000         0               116             8604
21              -4.5            -9              2               0               1000000         0               83              6324
22              -52             -36             1               0               1000000         0               41              5684
23              -53             -36             2               0               1000000         0               645             7158
24              0               0.01            1               0               1000000         0               694             4488
25              -30             -18             1               0               1000000         0               573             2160
26              -51             -35             2               0               1000000         0               1               3698
27              81              9               3               0               1000000         0               181             6494
28              84              -99             2               0               1000000         0               106             5988
29              82              -6              3               0               1000000         0               52              10104
30              40              -12             1               0               1000000         0               117             3564
31              50              -7              2               0               1000000         0               52              6753
32              51              -8              1               0               1000000         0               1300            1080
33              63              -17             3               0               1000000         0               57              9308
34              45              -1              3               0               1000000         0               28              4789
35              54              8.5             3               0               1000000         0               84              7552
36              29              4               2               0               1000000         0               1               4326
37              21              3               1               0               1000000         0               54              2352
38              22              2               3               0               1000000         0               19              5027
39              39              -3              3               0               1000000         0               88              4708
40              39.5            -3              2               0               1000000         0               41              4256
41              40              -11             3               0               1000000         0               238             12051
42              28              -2              3               0               1000000         0               66              7275
43              24              -18             2               0               1000000         0               44              7184
44              24              -19             1               0               1000000         0               42              1064

ITEMS
Type            Length          Width           Height          Mass            Fragility       LoadingBearingStrength
Bt71            20              8               13              9.33333         1               0
Bt72            17              10              16              28              0               0
Bt73            32              14              8               28              1               0
Bt74            13              12              8               28              1               0
Bt75            36              7               8               0.5             0               0
Bt76            21              10              11              0.5             1               0
Bt77            14              12              14              54              0               0
Bt78            35              11              7               6.33333         0               0
Bt79            14              8               16              6.33333         0               0
Bt80            15              6               6               6.33333         1               0
Bt81            13              12              13              29.3333         0               0
Bt82            32              10              6               29.3333         0               0
Bt83            19              5               8               29.3333         0               0
Bt84            23              12              10              20.5            0               0
Bt85            17              11              8               20.5            1               0
Bt86            24              13              11              79.3333         0               0
Bt87            17              9               13              79.3333         0               0
Bt88            34              13              15              79.3333         1               0
Bt89            31              12              10              22              0               0
Bt90            18              8               13              22              0               0
Bt91            17              9               11              22              1               0
Bt92            34              12              12              22              0               0
Bt93            22              8               13              22              0               0
Bt94            19              7               8               42              0               0

DEMANDS PER CUSTOMER
i    Type Quantity
1    Bt1  1 Bt2  1 
2    Bt3  1 
3    Bt4  1 
4    Bt5  1 Bt6  1 
5    Bt7  1 Bt8  1 Bt9  1 
6    Bt10 1 
7    Bt11 1 Bt12 1 Bt13 1 
8    Bt14 1 Bt15 1 Bt16 1 
9    Bt17 1 Bt18 1 
10   Bt19 1 Bt20 1 
11   Bt21 1 Bt22 1 Bt23 1 
12   Bt24 1 Bt25 1 Bt26 1 
13   Bt27 1 
14   Bt28 1 Bt29 1 Bt30 1 
15   Bt31 1 Bt32 1 Bt33 1 
16   Bt34 1 
17   Bt35 1 Bt36 1 Bt37 1 
18   Bt38 1 Bt39 1 
19   Bt40 1 Bt41 1 Bt42 1 
20   Bt43 1 Bt44 1 
21   Bt45 1 Bt46 1 
22   Bt47 1 
23   Bt48 1 Bt49 1 
24   Bt50 1 
25   Bt51 1 
26   Bt52 1 Bt53 1 
27   Bt54 1 Bt55 1 Bt56 1 
28   Bt57 1 Bt58 1 
29   Bt59 1 Bt60 1 Bt61 1 
30   Bt62 1 
31   Bt63 1 Bt64 1 
32   Bt65 1 
33   Bt66 1 Bt67 1 Bt68 1 
34   Bt69 1 Bt70 1 Bt71 1 
35   Bt72 1 Bt73 1 Bt74 1 
36   Bt75 1 Bt76 1 
37   Bt77 1 
38   Bt78 1 Bt79 1 Bt80 1 
39   Bt81 1 Bt82 1 Bt83 1 
40   Bt84 1 Bt85 1 
41   Bt86 1 Bt87 1 Bt88 1 
42   Bt89 1 Bt90 1 Bt91 1 
43   Bt92 1 Bt93 1 
44   Bt94 1 
